Ext. 1 detalle	Desc. grupo impositivo	Item	Referencia	Desc. item	Grupo impositivo	Tipo inventario	Desc. tipo inventario	Tipo item	Manufactura	Extensión	Maneja lote	U.M. adic.	Asignación lote	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000957	HER251	TCA HEX 5/16	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000958	HER252	TLLO CARIAJE ZN 3/8*1.1/2	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000959	HER253	TLLO CARIAJE ZN 3/8*2	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000960	HER254	TLLO CARIAJE ZN 3/8*3	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000961	HER255	ARANDELA PLANA ZN 3/8	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000962	HER256	TCA HEX G2 ZN RO 3/8	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000963	HER257	TOTALIZADOR 3*60 AMP EASYPACT	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000964	HER258	PANEL LED 12W 6* BLANCO CUADRADO	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000965	HER259	PUNTILLA DE 2 PULGADAS	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000966	HER260	PUNTILLA DE 1.1/2	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000967	HER261	PUNTILLA DE 3	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000968	HER262	SOGA BLANCA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000969	HER263	CONECTOR COBRE	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000970	HER264	VARILLA COBRE	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000971	HER265	TAPA FS 4*4 C/EMPAQUE CU	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000972	HER266	TAPA CIEGA 4*4 TERCOL	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000973	HER267	TAPA FS 2*4 C/EMPAQUE RAWEL	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000974	HER268	TAPA CIEGA 2*4 PVC	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000975	HER269	GRAPA SENCILLA EMT 3/4	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000976	HER270	CAJA FS 4*4 5 SALIDAS DE 3/4 CU	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000977	HER271	PRENSA ESTOPA NPT 3/4 ECONOMICA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000978	HER272	TAPA PARA TOMA LEVINTON DEXSON	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000979	HER273	TOMA DOBLE LEVINTON P/T BLANCO 15AMP	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000980	HER274	ALAMBRE	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000981	HER275	PUNTILLA DE 2*1/2	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000982	HER276	ZONDA DE IONIZACION	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000983	HER277	PUNTA PALA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000984	HER278	CINCEL	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000985	HER279	GRASA BAT 3 (SINPUNTO DE GOTEO)	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000986	REP130	TEE DE 6	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000987	REP131	CADENA AMERICANA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000988	REP132	CUETE VINILO	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000989	REP133	RODILLOS	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000990	REP134	ESTUCO LINCE	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000991	HER280	CLAVO COMUN DE 1 PULGADA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000992	HER281	CLAVO DE ACERO DE 1 PULGADA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000993	HER282	CLAVO DE ACERO DE 2 PULGADAS	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000994	HER283	CLAVO DE ACERO DE 3 PULGADAS	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000995	HER284	CLAVO DE PUNTILLA DE 2 PULGADAS	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000996	HER285	TRANSFORMADOR DE INICIO	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000997	HER286	ELECTRODO DE IGNICIO RS70	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000998	HER287	SONDA DE IONIZACION RS70	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0000999	HER288	SOLDADURA 6011	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001000	REP135	LLANA METALICA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001001	REP136	CURVA CONDUIT 1.1/2	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001002	HER289	PALA COLIMAN CARBONERA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001003	HER290	CABO PALA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001004	HER291	BROCA 7/64	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001005	HER292	PINTURA TRAFICO	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001006	HER293	PULSADOR DOBLE VERDE ROJO	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001007	HER294	SIERRA COPA 1.1/8	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001008	HER295	SIERRA COPA 7/8	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001009	HER296	DESTORNILLADOR DE VESTRIA 3*150	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001010	HER297	ARBOL SIERRA COPA 3/8	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001011	HER298	DOBLADORA MANUAL	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001012	HER299	DOBLADORA MANUAL 3/4	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001013	HER300	COFRE 40*45*20	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001014	HER301	CABLE THHN N 8	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001015	HER302	UNION	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001016	HER303	ABRAZADERA AJUSTABLE 1.1/2	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001017	HER304	ADAPTADOPR	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001018	REP137	AEROSOLES	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001019	HER305	TAPA PARA TOMA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001020	HER306	ABRAZADERA AJUSTABLE DE 3/4	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001021	HER307	LLAVES ALEN	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001022	REP138	MALLA ELECTROSOLDADA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001023	REP139	CADENA PASO 100	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001024	REP140	CADENA PASO 120	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001025	REP141	CORREA PARAMOTOR B64	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001026	REP142	ACOPLE OPW	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001027	HER308	MAQUINA COSEDORA NEWLONG	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001028	HER309	COMBO LAGUNA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001029	HER310	VENTILADORES	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001030	HER311	MANG SUCION	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001031	HER312	REDUCC ENCOPA GALV 3*2	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001032	HER313	ABRAZADERA IND	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001033	REP143	ACOPLE OPW 3	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001034	REP144	TAPON CON ROSCA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001035	REP145	PUNTAS PARA MULTIMETRO	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001036	REP146	CHUMACERA UCP 208-24 1 1/2	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001037	REP147	RODAMIENTO 6306	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001038	REP148	RODAMIENTO 6707	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001039	REP149	RODAMIENTO 6209	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001040	HER314	PLOMADA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001041	REP150	RODAMIENTO 6208	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001042	MP0078	BASE 1	001 	IN14050501	MATERIA PRIMA EXCLUIDA	Inventario	Si	No	Si	    	Manual	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001043	REP152	POTENCIOMETRO LINEAL	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001044	REP153	ESCOBILLAS	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001045	HER315	TOMA AEREO	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001046	HER316	CLAVIJA 3*32A	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001047	HER317	CONTROL TEMPERATURA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001048	REP154	FILTRO ASR90TSP	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001049	REP155	TORNILLO REGULADOR PARA RS70	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001050	REP156	CONECTOR CABLE SONDA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001051	REP157	DISCO ESTABILIZADOR	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001052	REP158	TORNILLO FIJACION	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001053	REP159	CODO GALVANIZADO DE 1/4	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001054	REP160	NIPLE GALVANIZADO 1/4*4	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001055	REP161	BUJE 4A3	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001056	HER318	DADO TARRAJA 1/2	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001057	HER319	REDUCCION GALVANIZADA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001058	HER320	SEGUETA HOJA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001059	HER321	CAPACITOR DE MARCHA 370V60MF	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001060	HER322	POLISOMBRA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001061	HER323	TUBO RECTANGULAR 3*1.1/2 CAL 18	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001062	HER324	CORREA COSEDORA160XL 80DIE	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001063	HER325	BANDA MULTIV SIN PELICULA 12METROS *2.5	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001064	HER326	CORREA OPTIBEL B44	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001065	HER327	TUBO CONDUIT GALV EMT 1.1/2	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001066	HER328	SONDA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001067	HER329	CABLE THHN N 12VERDE	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001068	HER330	CABLE N 12 ROJO	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001069	HER331	CABLE N 12 BLANCO	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001070	HER332	CONECTOR DE RESOETE N18-10	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001071	HER333	ESCALERA PLATAFORMA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001072	HER334	ABRAZADERA DE 1.1/2	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001073	HER335	TERMINALES 1.1/2	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001074	HER336	CURVAS DE 1.1/2	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001075	HER337	UNION DE 1.1/2	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001076	HER338	VALVULINA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001077	HER339	ACEITE ATF	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001078	HER340	MINIBREAKER 2*3 CHINT	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001079	HER341	BASE PARA RELEVO 11 PINES	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001080	HER342	RELEVO 11 PINES 220/240VAC 10AMP VCP	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001081	HER343	MIN2*63-MINIBREAKER VOLTIO	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001082	REP162	LAMPARA LED	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001083	REP163	CERRADORA TUERCA	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001084	REP164	ACEITE MINERAL	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001085	REP165	CABLE SOLDADOR N 1/0	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001086	REP166	CABLE SOLDADOR N2	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001087	REP167	CABLE EMCAUCHETADO2*8	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001088	REP168	PINZA PARA MAZA  SOLDADOR	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
	IVA 19%; RETEFUENTE 2.5%; Y AUTOCREE	0001089	REP169	PASTO CHINO	001 	IN14550501	MATERIALES REPUESTOS Y ACCESORIOS	Inventario	No	No	No	    	No	
